Nome,Email,Telefono,Descrizione,Sito Web,Data Scraping,Indirizzo,Settore
Consulenza Continental,info@consulenzacontinental.it,+39 387 2760716,Dal 1968 offriamo servizi di qualità nel settore moda. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.consulenzacontinental.it,2025-04-09 15:56:01,"Via Volta, 85 - 96088 Reggio Calabria",Moda
Falegnameria La Perla,falegnamerialaperla@tin.it,+39 341 5935882,La nostra missione è fornire il miglior servizio possibile nel settore alberghiero. Siamo un'azienda a conduzione familiare con oltre 19 anni di esperienza.,https://www.falegnamerialaperla.it,2025-04-09 15:56:01,"Via Alfieri, 130 - 70035 Rimini",Alberghiero
Locanda Il Pino,info@locandailpino.it,+39 392 6369136,Azienda leader nel settore manifatturiero con sede a Salerno. Offriamo prodotti e servizi di alta qualità dal 1997.,https://www.locandailpino.it,2025-04-09 15:56:01,"Via Petrarca, 31 - 50058 Salerno",Manifatturiero
Impianti Da Carlo,impiantidacarlo@alice.it,+39 060 249442,Dal 2016 offriamo servizi di qualità nel settore assicurativo. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.impiantidacarlo.it,2025-04-09 15:56:01,"Via Marconi, 200 - 71075 Venezia",Assicurativo
Impianti Il Veliero,impiantiilveliero@libero.it,+39 061 457864,Dal 2008 offriamo servizi di qualità nel settore automotive. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.impiantiilveliero.it,2025-04-09 15:56:01,"Via Leopardi, 78 - 66083 Novara",Automotive
Estetica L'Angolo,info@esteticalangolo.it,+39 307 5184908,Specialisti nel settore commercio all'ingrosso con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Venezia e oltre.,,2025-04-09 15:56:01,"Via Raffaello, 159 - 78017 Venezia",Commercio all'ingrosso
Profumeria Da Francesco,profumeriadafrancesco@hotmail.com,+39 066 726180,La nostra missione è fornire il miglior servizio possibile nel settore alimentare. Siamo un'azienda a conduzione familiare con oltre 20 anni di esperienza.,https://www.profumeriadafrancesco.it,2025-04-09 15:56:01,"Corso Italia, 50 - 16058 Milano",Alimentare
Ferramenta Elite,info@ferramentaelite.it,+39 071 872775,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore finanziario. Fondata nel 1975, siamo cresciuti fino a diventare un punto di riferimento a Siracusa.",,2025-04-09 15:56:01,"Via Pascoli, 41 - 42092 Siracusa",Finanziario
Idraulica Il Giglio,idraulicailgiglio@hotmail.com,+39 357 7753187,Dal 1959 offriamo servizi di qualità nel settore alberghiero. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.idraulicailgiglio.it,2025-04-09 15:56:01,"Via Firenze, 35 - 73037 Lecce",Alberghiero
Piscina Da Francesco,info@piscinadafrancesco.it,+39 027 238391,La nostra missione è fornire il miglior servizio possibile nel settore logistica. Siamo un'azienda a conduzione familiare con oltre 35 anni di esperienza.,https://www.piscinadafrancesco.it,2025-04-09 15:56:01,"Via Bernini, 82 - 98035 Salerno",Logistica
Macelleria Il Palazzo,info@macelleriailpalazzo.it,+39 072 874405,Dal 2012 offriamo servizi di qualità nel settore artigianato. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.macelleriailpalazzo.it,2025-04-09 15:56:01,"Via Raffaello, 44 - 99061 Trieste",Artigianato
Edile Il Veliero,info@edileilveliero.it,+39 067 272151,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore logistica. Fondata nel 2012, siamo cresciuti fino a diventare un punto di riferimento a Bologna.",,2025-04-09 15:56:01,"Via Roma, 84 - 86051 Bologna",Logistica
Calzature Il Cantuccio,calzatureilcantuccio@gmail.com,+39 083 284343,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore manifatturiero. Fondata nel 1990, siamo cresciuti fino a diventare un punto di riferimento a Parma.",https://www.calzatureilcantuccio.it,2025-04-09 15:56:01,"Via Galilei, 22 - 71026 Parma",Manifatturiero
Ferramenta Da Luigi,ferramentadaluigi@alice.it,+39 329 5297100,Dal 1963 offriamo servizi di qualità nel settore tecnologia. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Viale delle Rose, 120 - 19050 Foggia",Tecnologia
Calzature International,info@calzatureinternational.it,+39 027 724905,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore alberghiero. Fondata nel 2016, siamo cresciuti fino a diventare un punto di riferimento a Reggio Calabria.",https://www.calzatureinternational.it,2025-04-09 15:56:01,"Via Mazzini, 185 - 81097 Reggio Calabria",Alberghiero
Estetica Da Andrea,info@esteticadaandrea.it,+39 051 225194,La nostra missione è fornire il miglior servizio possibile nel settore salute. Siamo un'azienda a conduzione familiare con oltre 47 anni di esperienza.,,2025-04-09 15:56:01,"Corso Europa, 116 - 71099 Reggio Calabria",Salute
Impianti Da Giuseppe,info@impiantidagiuseppe.it,+39 374 4457552,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore moda. Fondata nel 1973, siamo cresciuti fino a diventare un punto di riferimento a Verona.",https://www.impiantidagiuseppe.it,2025-04-09 15:56:01,"Via Verona, 8 - 92020 Verona",Moda
Ceramiche Il Faro,info@ceramicheilfaro.it,+39 018 720755,Specialisti nel settore finanziario con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Cagliari e oltre.,https://www.ceramicheilfaro.it,2025-04-09 15:56:01,"Via Fermi, 173 - 41021 Cagliari",Finanziario
Idraulica Il Borgo,info@idraulicailborgo.it,+39 052 952452,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore automotive. Fondata nel 1968, siamo cresciuti fino a diventare un punto di riferimento a Pesaro.",https://www.idraulicailborgo.it,2025-04-09 15:56:01,"Via Botticelli, 77 - 21035 Pesaro",Automotive
Bar Da Paolo,info@bardapaolo.it,+39 025 364981,Azienda leader nel settore tecnologia con sede a Torino. Offriamo prodotti e servizi di alta qualità dal 2019.,https://www.bardapaolo.it,2025-04-09 15:56:01,"Corso America, 19 - 65062 Torino",Tecnologia
Hotel Metropolitan,info@hotelmetropolitan.it,+39 363 7396267,La nostra missione è fornire il miglior servizio possibile nel settore immobiliare. Siamo un'azienda a conduzione familiare con oltre 20 anni di esperienza.,,2025-04-09 15:56:01,"Via Torino, 196 - 19074 Sassari",Immobiliare
Macelleria Buongusto,info@macelleriabuongusto.it,+39 087 838776,Specialisti nel settore alimentare con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Terni e oltre.,,2025-04-09 15:56:01,"Via Pascoli, 19 - 59010 Terni",Alimentare
Ferramenta La Perla,info@ferramentalaperla.it,+39 370 3444105,Specialisti nel settore automotive con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Rimini e oltre.,,2025-04-09 15:56:01,"Via Leopardi, 105 - 61039 Rimini",Automotive
Gioielleria Da Luca,gioielleriadaluca@alice.it,+39 070 646559,Dal 1969 offriamo servizi di qualità nel settore trasporti. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.gioielleriadaluca.it,2025-04-09 15:56:01,"Via Verona, 25 - 45045 Andria",Trasporti
Autofficina Da Luigi,info@autofficinadaluigi.it,+39 021 612876,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore manifatturiero. Fondata nel 1961, siamo cresciuti fino a diventare un punto di riferimento a Udine.",https://www.autofficinadaluigi.it,2025-04-09 15:56:01,"Via Pascoli, 38 - 54086 Udine",Manifatturiero
Edile Imperial,info@edileimperial.it,+39 372 1180877,La nostra missione è fornire il miglior servizio possibile nel settore alberghiero. Siamo un'azienda a conduzione familiare con oltre 47 anni di esperienza.,https://www.edileimperial.it,2025-04-09 15:56:01,"Viale dei Giardini, 162 - 99012 Ancona",Alberghiero
Immobiliare Imperial,info@immobiliareimperial.it,+39 057 104400,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore benessere. Fondata nel 2015, siamo cresciuti fino a diventare un punto di riferimento a Parma.",https://www.immobiliareimperial.it,2025-04-09 15:56:01,"Via Carducci, 199 - 84061 Parma",Benessere
Autofficina La Bottega,info@autofficinalabottega.it,+39 061 460027,La nostra missione è fornire il miglior servizio possibile nel settore alberghiero. Siamo un'azienda a conduzione familiare con oltre 17 anni di esperienza.,,2025-04-09 15:56:01,"Via Dante, 75 - 31096 Ferrara",Alberghiero
Estetica Da Andrea,esteticadaandrea@fastwebnet.it,+39 048 112989,Dal 2012 offriamo servizi di qualità nel settore finanziario. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.esteticadaandrea.it,2025-04-09 15:56:01,"Via Leopardi, 114 - 61027 Latina",Finanziario
Ceramiche Da Pietro,ceramichedapietro@hotmail.com,+39 028 481818,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore immobiliare. Fondata nel 1968, siamo cresciuti fino a diventare un punto di riferimento a Prato.",,2025-04-09 15:56:01,"Via Cavour, 80 - 15061 Prato",Immobiliare
Studio Express,info@studioexpress.it,+39 016 375940,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore automotive. Fondata nel 2007, siamo cresciuti fino a diventare un punto di riferimento a Prato.",https://www.studioexpress.it,2025-04-09 15:56:01,"Via Michelangelo, 106 - 84057 Prato",Automotive
Osteria Express,info@osteriaexpress.it,+39 011 405579,La nostra missione è fornire il miglior servizio possibile nel settore salute. Siamo un'azienda a conduzione familiare con oltre 12 anni di esperienza.,https://www.osteriaexpress.it,2025-04-09 15:56:01,"Via Alfieri, 166 - 13018 Reggio Calabria",Salute
Bar La Bottega,info@barlabottega.it,+39 016 298074,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio al dettaglio. Fondata nel 1977, siamo cresciuti fino a diventare un punto di riferimento a Foggia.",,2025-04-09 15:56:01,"Via Dante, 155 - 19058 Foggia",Commercio al dettaglio
Ristorante La Taverna,info@ristorantelataverna.it,+39 353 6857524,Specialisti nel settore trasporti con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Reggio Emilia e oltre.,,2025-04-09 15:56:01,"Via Botticelli, 52 - 22090 Reggio Emilia",Trasporti
Gioielleria Da Andrea,info@gioielleriadaandrea.it,+39 370 4862552,Azienda leader nel settore artigianato con sede a Vicenza. Offriamo prodotti e servizi di alta qualità dal 2008.,https://www.gioielleriadaandrea.it,2025-04-09 15:56:01,"Via Cavour, 156 - 41075 Vicenza",Artigianato
B&B Il Veliero,b&bilveliero@outlook.it,+39 359 1323557,La nostra missione è fornire il miglior servizio possibile nel settore salute. Siamo un'azienda a conduzione familiare con oltre 6 anni di esperienza.,https://www.b&bilveliero.it,2025-04-09 15:56:01,"Via Leonardo da Vinci, 15 - 36099 Sassari",Salute
Caffè Belvedere,info@caffèbelvedere.it,+39 368 4623164,Azienda leader nel settore tecnologia con sede a Arezzo. Offriamo prodotti e servizi di alta qualità dal 2007.,https://www.caffèbelvedere.it,2025-04-09 15:56:01,"Via Fermi, 193 - 90068 Arezzo",Tecnologia
Gommista La Locanda,gommistalalocanda@libero.it,+39 033 768235,Dal 1990 offriamo servizi di qualità nel settore agricoltura. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.gommistalalocanda.it,2025-04-09 15:56:01,"Via Michelangelo, 150 - 84057 Genova",Agricoltura
Centro Da Francesco,info@centrodafrancesco.it,+39 383 8224444,La nostra missione è fornire il miglior servizio possibile nel settore salute. Siamo un'azienda a conduzione familiare con oltre 45 anni di esperienza.,https://www.centrodafrancesco.it,2025-04-09 15:56:01,"Via Marconi, 47 - 80014 Bari",Salute
Elettrauto Buongusto,elettrautobuongusto@tiscali.it,+39 041 587297,Azienda leader nel settore commercio al dettaglio con sede a Perugia. Offriamo prodotti e servizi di alta qualità dal 2008.,,2025-04-09 15:56:01,"Via Caravaggio, 88 - 87083 Perugia",Commercio al dettaglio
Consulenza La Piazza,consulenzalapiazza@alice.it,+39 335 5858206,Dal 2019 offriamo servizi di qualità nel settore assicurativo. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Bologna, 121 - 27067 Padova",Assicurativo
Studio Da Roberto,studiodaroberto@fastwebnet.it,+39 070 353863,Dal 1966 offriamo servizi di qualità nel settore alimentare. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.studiodaroberto.it,2025-04-09 15:56:01,"Via Leonardo da Vinci, 188 - 19030 Ravenna",Alimentare
Hotel Continental,info@hotelcontinental.it,+39 038 984067,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore ristorazione. Fondata nel 2012, siamo cresciuti fino a diventare un punto di riferimento a Bologna.",https://www.hotelcontinental.it,2025-04-09 15:56:01,"Via Einstein, 184 - 46075 Bologna",Ristorazione
Concessionaria Royal,info@concessionariaroyal.it,+39 087 868939,Azienda leader nel settore alimentare con sede a Novara. Offriamo prodotti e servizi di alta qualità dal 1964.,https://www.concessionariaroyal.it,2025-04-09 15:56:01,"Via Cavour, 116 - 29055 Novara",Alimentare
Caffè Deluxe,info@caffèdeluxe.it,+39 334 3390746,La nostra missione è fornire il miglior servizio possibile nel settore salute. Siamo un'azienda a conduzione familiare con oltre 48 anni di esperienza.,https://www.caffèdeluxe.it,2025-04-09 15:56:01,"Via Canova, 193 - 64012 Lecce",Salute
Fabbro Da Antonio,fabbrodaantonio@virgilio.it,+39 399 2479688,Dal 1974 offriamo servizi di qualità nel settore benessere. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Viale dei Pini, 81 - 60080 Andria",Benessere
Autofficina Elite,autofficinaelite@tiscali.it,+39 344 6084160,Dal 1991 offriamo servizi di qualità nel settore assicurativo. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.autofficinaelite.it,2025-04-09 15:56:01,"Via Mazzini, 42 - 25035 Ancona",Assicurativo
Boutique Da Riccardo,info@boutiquedariccardo.it,+39 022 838361,La nostra missione è fornire il miglior servizio possibile nel settore trasporti. Siamo un'azienda a conduzione familiare con oltre 35 anni di esperienza.,,2025-04-09 15:56:01,"Corso Inghilterra, 135 - 54022 Giugliano in Campania",Trasporti
Palestra Da Giovanni,info@palestradagiovanni.it,+39 317 9133158,La nostra missione è fornire il miglior servizio possibile nel settore salute. Siamo un'azienda a conduzione familiare con oltre 34 anni di esperienza.,https://www.palestradagiovanni.it,2025-04-09 15:56:01,"Via Canova, 77 - 15017 Bolzano",Salute
Panificio Express,info@panificioexpress.it,+39 093 772970,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore servizi professionali. Fondata nel 2002, siamo cresciuti fino a diventare un punto di riferimento a Ravenna.",,2025-04-09 15:56:01,"Via Galilei, 27 - 20053 Ravenna",Servizi professionali
Bar Il Pino,info@barilpino.it,+39 074 869504,Specialisti nel settore servizi professionali con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Cesena e oltre.,https://www.barilpino.it,2025-04-09 15:56:01,"Via Alfieri, 87 - 99071 Cesena",Servizi professionali
Elettrauto La Perla,elettrautolaperla@tin.it,+39 092 918605,La nostra missione è fornire il miglior servizio possibile nel settore artigianato. Siamo un'azienda a conduzione familiare con oltre 12 anni di esperienza.,,2025-04-09 15:56:01,"Via Marconi, 149 - 56070 Terni",Artigianato
Pizzeria Il Rifugio,pizzeriailrifugio@alice.it,+39 086 930553,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio all'ingrosso. Fondata nel 1953, siamo cresciuti fino a diventare un punto di riferimento a Cagliari.",https://www.pizzeriailrifugio.it,2025-04-09 15:56:01,"Piazza San Marco, 111 - 48082 Cagliari",Commercio all'ingrosso
Boutique Belvedere,info@boutiquebelvedere.it,+39 065 108650,Dal 1973 offriamo servizi di qualità nel settore assicurativo. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.boutiquebelvedere.it,2025-04-09 15:56:01,"Piazza San Marco, 44 - 87024 Parma",Assicurativo
